source,target,oneway,access,width,length,maxspeed,name,lanes,highway,junction,geometry,tunnel,osmid,bridge,ref,area
2625121170,2625121166,True,,,36.161,"['100', '50']",,2,secondary,,"LINESTRING (11.5077829 50.9601837, 11.507841 50.9601236, 11.50787 50.960052, 11.5079258 50.9598745)",,"[711076642, 35067179]",,L 1060,
2625121170,2158788922,True,,,19.86,70,Weimarische Straße,1,primary,roundabout,"LINESTRING (11.5077829 50.9601837, 11.5078824 50.9601674, 11.5079859 50.9601685, 11.5080607 50.9601806)",,295793247,,B 7,
2625121180,2625121170,True,,,22.698,70,Weimarische Straße,1,primary,roundabout,"LINESTRING (11.507566 50.9603275, 11.5075967 50.9602857, 11.5076281 50.9602567, 11.5076689 50.9602292, 11.5077133 50.9602071, 11.5077829 50.9601837)",,617851527,,B 7,
2625121183,2158789725,False,,,36.744,70,Weimarische Straße,2,primary,,,,205890076,,B 7,
2625121183,3218166037,False,,,444.54999999999995,70,Weimarische Straße,"['2', '3']",primary,,"LINESTRING (11.509278 50.9603642, 11.5103 50.9603377, 11.5114131 50.9603286, 11.5117395 50.9603235, 11.5121479 50.9603052, 11.5126145 50.960278, 11.5129856 50.9602398, 11.5133214 50.9601975, 11.513617 50.9601496, 11.5138724 50.9601085, 11.5142395 50.9600305, 11.5148368 50.9598883, 11.515155 50.9598054, 11.5154776 50.9597213)",,"[219412352, 219412354, 36334731, 314243811]",,B 7,
2651936545,301351603,False,,,41.922,,Nikolaus-Theiner-Straße,,residential,,,,25827154,,,
2651936545,281710538,False,,,52.706,30,Nikolaus-Theiner-Straße,,residential,,,,259740163,,,
2651936545,301351597,False,,,100.15799999999999,,"['Nikolaus-Theiner-Straße', 'Ernst-Thälmann-Straße']",,residential,,"LINESTRING (11.6088578 50.893558, 11.6088181 50.8940395, 11.6085 50.8940986, 11.6081695 50.8941186)",,"[25827154, 563545790]",,,
2702804154,1289950079,False,,,15.258,30,Hermann-Löns-Straße,2,secondary,,,,944595734,,,
2702804154,266698771,False,,,128.31799999999998,,Lauensteinweg,,unclassified,,"LINESTRING (11.5701981 50.9149245, 11.5700132 50.9149167, 11.5697824 50.914873, 11.5695551 50.9148088, 11.5692722 50.9147191, 11.5690474 50.9146297, 11.568819 50.9145213, 11.5686538 50.9143736)",,24526678,,,
2702804154,3182800818,False,,,42.89,30,Hermann-Löns-Straße,2,secondary,,"LINESTRING (11.5701981 50.9149245, 11.5702059 50.9148647, 11.5702149 50.9148008, 11.5702377 50.9147274, 11.5703318 50.9145503)",,944595734,,,
2702804199,7720583246,False,,,3.232,50,Camburger Straße,3,primary,,,,629233322,,B 88,
2702804199,3379046043,False,,,112.87600000000002,50,Naumburger Straße,"['2', '3']",tertiary,,"LINESTRING (11.6107308 50.9500291, 11.610385 50.9501946, 11.6103419 50.9502141, 11.6103019 50.9502302, 11.6099938 50.9503335, 11.609832 50.9503718, 11.6096614 50.9504018, 11.6092905 50.9504462)",,"[5984445, 313579254]",,,
2702804199,84524497,False,,,220.37599999999998,50,Naumburger Straße,4,primary,,"LINESTRING (11.6107308 50.9500291, 11.6110254 50.9503073, 11.6113209 50.9505752, 11.6116177 50.9508442, 11.6116615 50.9508845, 11.6117066 50.9509261, 11.6119545 50.9511543, 11.6120075 50.9512031, 11.6123484 50.9515169, 11.6124284 50.9515758, 11.6125476 50.9516433)",,"[313579257, 557335075, 10213295]",,B 88,
2702804214,291729303,False,,,13.637,,Rautal,2,tertiary,,,,26810615,,K 16,
2702804214,271420012,False,,,16.952,,Am Rosenhang,,residential,,"LINESTRING (11.6105852 50.9530276, 11.6106393 50.9530515, 11.6107326 50.9530918, 11.6107802 50.9531176)",,"[684576026, 24969541, 853541143]",yes,,
2702804214,270601394,False,,,249.46,50,Rautal,2,tertiary,,"LINESTRING (11.6105852 50.9530276, 11.6100384 50.9535031, 11.6092949 50.9540385, 11.6092171 50.9540929, 11.6091301 50.9541591, 11.6090041 50.9542566, 11.6086883 50.9544855, 11.6083379 50.9547658)",,"[274102312, 26810615]",,K 16,
2717331451,2606267815,False,,,115.62000000000002,,Carl-Zeiß-Platz,"['2', '3']",residential,,"LINESTRING (11.5801963 50.9276354, 11.5803476 50.9275587, 11.5804273 50.9275089, 11.5805367 50.9274191, 11.5806031 50.927344, 11.5806556 50.9272675, 11.5806897 50.9271968, 11.580719 50.9271313, 11.5807883 50.9268886, 11.5807965 50.9268598, 11.5808392 50.9267846, 11.5808858 50.926725)",,"[261948363, 371699086]",,,
2717331451,1830592178,False,,,208.182,30,"['Carl-Zeiß-Straße', 'Carl-Zeiß-Platz']",,residential,,"LINESTRING (11.5801963 50.9276354, 11.5803232 50.92776, 11.5804155 50.9278528, 11.5804696 50.9279044, 11.5805221 50.9279593, 11.5805948 50.9280385, 11.580665 50.9281366, 11.5807442 50.9282807, 11.5808155 50.928406, 11.5809871 50.9287484, 11.5811361 50.9290552, 11.5813015 50.929362)",,"[24301476, 261948364]",,,
2717331451,1830567860,False,,,116.03900000000002,"['50', '30']",Carl-Zeiß-Platz,,residential,,"LINESTRING (11.5801963 50.9276354, 11.5800009 50.9277185, 11.5798896 50.9277639, 11.5795643 50.9278894, 11.5792491 50.9279843, 11.5788557 50.9280897, 11.5787367 50.9281214)",,"[24439362, 290143036]",,,
2726049038,271246580,False,,,33.736000000000004,30,Hügelstraße,,residential,,"LINESTRING (11.5935547 50.9233815, 11.5936061 50.9234582, 11.5937412 50.9236612)",,24961736,,,
2726049038,275035480,False,yes,,49.105000000000004,30,Friedrich-Engels-Straße,2,primary,,"LINESTRING (11.5935547 50.9233815, 11.5939231 50.9232808, 11.594059 50.9232549, 11.5942153 50.9232452)",,163557917,,,
2726049038,2392876817,False,yes,,132.665,"['50', '30']",Friedrich-Engels-Straße,2,"['tertiary', 'primary']",,"LINESTRING (11.5935547 50.9233815, 11.5934263 50.9234202, 11.5928479 50.923584, 11.5926433 50.9236418, 11.5922789 50.9237436, 11.5922283 50.9237592, 11.5920756 50.9238055, 11.5918372 50.9238823)",,"[163557917, 31129438]",,,
2726165223,268921711,False,,,103.492,,Seidelstraße,,unclassified,,"LINESTRING (11.5907316 50.9203988, 11.5907718 50.9200951, 11.5908257 50.9196887, 11.5908545 50.9194713)",,31129208,,,
2726165223,88136326,False,,,60.103,"['50', '30']",Jenertal,"['2', '3']",residential,,"LINESTRING (11.5907316 50.9203988, 11.5904329 50.9203866, 11.5903548 50.9203859, 11.5900404 50.9203853, 11.589875 50.9203902)",,"[41658491, 251158173]",,,
2726165223,257705242,False,,,77.93,30,Jenertal,2,residential,,"LINESTRING (11.5907316 50.9203988, 11.5917697 50.920464, 11.5918378 50.9204687)",,153336450,,,
2726165223,3377349454,False,,,314.612,,Seidelstraße,,living_street,,"LINESTRING (11.5907316 50.9203988, 11.5907238 50.9205405, 11.5906532 50.9210706, 11.5905488 50.9217741, 11.5904492 50.9225632, 11.590367 50.923065, 11.5903791 50.9232178)",,"[760430099, 267138373]",,,
2726182657,268731555,False,,,362.808,30,Wöllnitzer Straße,,residential,,"LINESTRING (11.589266 50.9142691, 11.5892811 50.9141945, 11.5891944 50.9139843, 11.589006 50.9138207, 11.5887155 50.9136963, 11.5884092 50.9135688, 11.5879789 50.9132311, 11.5878407 50.9130995, 11.5876139 50.912818, 11.5873632 50.9125194, 11.5872887 50.9124016, 11.587253 50.9122649, 11.5872508 50.9120932, 11.587284 50.9119062, 11.5873547 50.911676, 11.5874453 50.9114728)",,"[24725204, 35554837]",,,
2726182657,257705240,False,,,652.562,30,Wöllnitzer Straße,,residential,,"LINESTRING (11.589266 50.9142691, 11.5894224 50.9144734, 11.5895885 50.914638, 11.5897911 50.914767, 11.5899226 50.9148507, 11.5904675 50.9151119, 11.5905802 50.9151659, 11.5907235 50.915235, 11.5911985 50.9155115, 11.5914769 50.9157322, 11.5919137 50.9163954, 11.592016 50.9166847, 11.5921673 50.9171123, 11.5922911 50.9175722, 11.5922948 50.9177123, 11.5922879 50.9179304, 11.5922173 50.9185355, 11.5921601 50.9188081, 11.5920244 50.9194667)",,"[41658489, 26753761, 30171994, 55951454]",,,
2726182657,88136287,False,,,153.762,,Am Stadion,1,residential,,"LINESTRING (11.589266 50.9142691, 11.5888876 50.9143914, 11.5885923 50.9144813, 11.5881509 50.9146158, 11.5874932 50.9148085, 11.5874665 50.9148172, 11.5872925 50.9148721)",,56032064,,,
2726902064,420233997,False,,,195.40500000000003,20,Albert-Einstein-Straße,,residential,,"LINESTRING (11.5663691 50.9093789, 11.5667173 50.9094832, 11.5667605 50.9095129, 11.567001 50.9095851, 11.567112 50.9095921, 11.567383 50.9096164, 11.5674288 50.9096218, 11.5674817 50.9096339, 11.5675694 50.9096483, 11.5681345 50.9098158, 11.5682509 50.909822, 11.5682876 50.909824, 11.5683912 50.909809, 11.5688353 50.9095471)",building_passage,"[35948698, 312423995, 312423996]",,,
2726902206,2515272311,False,,,475.26100000000014,50,Moritz-von-Rohr-Straße,2,residential,,"LINESTRING (11.5707779 50.9195618, 11.5708216 50.9194637, 11.5708493 50.9194007, 11.5708715 50.9193128, 11.5708743 50.9192386, 11.5708359 50.9191458, 11.5706979 50.9188645, 11.570638 50.9187305, 11.5706081 50.9185965, 11.5705735 50.9181339, 11.5705352 50.9172082, 11.5704964 50.91708, 11.5704344 50.9169927, 11.5703631 50.9169255, 11.5702533 50.9168586, 11.5701304 50.916813, 11.5700144 50.9167818, 11.5698856 50.9167649, 11.5697373 50.9167582, 11.5693226 50.916787, 11.5692066 50.9167936, 11.5691315 50.9167871, 11.5690501 50.9167796, 11.5688598 50.9167436, 11.5686983 50.916694, 11.5684893 50.9166018, 11.5683761 50.9165387, 11.5683116 50.9164901, 11.5682394 50.9164381, 11.5681988 50.9163654)",,23306638,,,
2726902206,290107628,False,,,72.972,50,Lichtenhainer Straße,,residential,,"LINESTRING (11.5707779 50.9195618, 11.5706939 50.9195478, 11.5699537 50.9195875, 11.5699036 50.9195908, 11.5697436 50.9196013)",,23963392,,,
2726902206,634930054,False,,,196.32999999999998,,Lichtenhainer Straße,,residential,,"LINESTRING (11.5707779 50.9195618, 11.5709148 50.9196089, 11.5710318 50.9196763, 11.571112 50.9197532, 11.5711877 50.9198556, 11.5712122 50.9198906, 11.5712497 50.9199382, 11.5713113 50.9199993, 11.5713951 50.9200496, 11.5714625 50.9200899, 11.5715487 50.9201217, 11.5716807 50.9201581, 11.5718417 50.9201717, 11.5720858 50.9201776, 11.5725927 50.9201742, 11.5727255 50.9201082, 11.5727912 50.9200076, 11.5728435 50.9198902)",,24072349,,,
2727004670,1830547983,True,,,67.97500000000001,,Berthold-Koch-Platz,,secondary,roundabout,"LINESTRING (11.5696133 50.9210956, 11.5697045 50.9211254, 11.5697139 50.9211317, 11.5697756 50.9211731, 11.569828 50.9212191, 11.5701214 50.9215264, 11.5701425 50.9215589, 11.5701511 50.9215891)",,172121116,,,
2727004670,260172386,False,,,70.337,50,Tatzendpromenade,2,secondary,,"LINESTRING (11.5696133 50.9210956, 11.5696575 50.920873, 11.5696884 50.9206861, 11.56972 50.9204667)",,"[267229512, 267229511]",,,
2727004685,260180349,False,,,152.28199999999998,30,Magdelstieg,,residential,,"LINESTRING (11.5685507 50.9231674, 11.5684544 50.9231364, 11.568358 50.9231053, 11.5683241 50.9230902, 11.5680232 50.9229556, 11.5668604 50.9223137)",,25766416,,,
2727004685,341023534,False,,,140.28799999999998,50,Tatzendpromenade,2,secondary,,"LINESTRING (11.5685507 50.9231674, 11.5685475 50.9230934, 11.5685662 50.9230237, 11.5689203 50.9224495, 11.5689575 50.9223939, 11.569131 50.9221264, 11.5692241 50.9219867)",,161043773,,,
2727004685,86693989,False,,,99.141,30,Tatzendpromenade,,residential,,"LINESTRING (11.5685507 50.9231674, 11.5685513 50.9232401, 11.5685521 50.9233429, 11.5687234 50.9237224, 11.5687686 50.9238843, 11.5687794 50.9240413)",,172122295,,,
2727004685,403892459,False,,,92.51,30,Magdelstieg,2,secondary,,"LINESTRING (11.5685507 50.9231674, 11.5686613 50.9232225, 11.568772 50.9232497, 11.5693877 50.9233476, 11.5697331 50.9234024, 11.5697999 50.923413)",,"[803103328, 798465863]",,,
2727044128,341023534,True,,,32.712,,Berthold-Koch-Platz,,secondary,roundabout,,,967196685,,,
2727044128,8731498399,True,,,21.294999999999998,,Berthold-Koch-Platz,,secondary,roundabout,"LINESTRING (11.5696148 50.9218258, 11.5695552 50.9218183, 11.5695006 50.9218014, 11.5694546 50.9217764, 11.5694201 50.9217449, 11.5693994 50.9217089)",,967196684,,,
2732513893,2298359189,False,,,201.66899999999998,,Otto-Eppenstein-Straße,,residential,,"LINESTRING (11.5881773 50.8850164, 11.5885574 50.8850744, 11.5891477 50.8852317, 11.5894112 50.8853034, 11.5895327 50.8853365, 11.58975 50.885391, 11.5900485 50.8854836, 11.5902744 50.8855589, 11.5907078 50.885712, 11.5907406 50.8857749)",,220744426,,,
2732513893,295929224,False,,,325.905,60,Rudolstädter Straße,"['2', '3']",tertiary,,"LINESTRING (11.5881773 50.8850164, 11.588075 50.8853534, 11.5879514 50.8857183, 11.5878624 50.8860462, 11.5877081 50.8865335, 11.5875896 50.8868919, 11.5874333 50.8872612, 11.587067 50.8878545)",,"[371702564, 313584271]",,,
2732513893,88158414,False,,,567.237,"['50', '60']",Rudolstädter Straße,"['2', '3']",tertiary,,"LINESTRING (11.5881773 50.8850164, 11.5882156 50.8849247, 11.588237 50.8848636, 11.5882647 50.8847993, 11.5882893 50.8847469, 11.5883351 50.8846556, 11.5883995 50.8845177, 11.5885 50.88431, 11.5886126 50.8841265, 11.5891243 50.8834573, 11.589322 50.8831792, 11.589512 50.8827059, 11.5896199 50.882478, 11.5897363 50.8822937, 11.589779 50.8822253, 11.5899256 50.8820272, 11.5900945 50.8818343, 11.5903351 50.8816311, 11.5904103 50.8815784, 11.5904854 50.8815256, 11.5906839 50.8814368, 11.591379 50.8811181, 11.5915703 50.8810045, 11.5917588 50.8808809, 11.591992 50.8806715)",,"[46620963, 836817230, 885928639, 267854135, 371702553, 371702554, 371702559]",,,
2732814685,291499677,False,,,277.962,,Am Johannisfriedhof,,residential,,"LINESTRING (11.5804578 50.9317124, 11.5807623 50.9316304, 11.5809936 50.9315687, 11.5811552 50.9315256, 11.581249 50.931502, 11.5812575 50.9315161, 11.5813176 50.9317408, 11.5813313 50.9318513, 11.5817602 50.9318398, 11.58278 50.9317997, 11.583873 50.9317567)",,"[52436625, 70039705, 70039709]",,,
2735543513,3376515282,False,,,126.669,,,,residential,,"LINESTRING (11.5740993 50.893959, 11.5742352 50.8938512, 11.5744207 50.8937439, 11.5745568 50.8936954, 11.5746216 50.8936542, 11.574725 50.8935883, 11.5748375 50.8935203, 11.5751808 50.8933126, 11.5753782 50.893195, 11.5754055 50.8931787)",,24641864,,,
2742253000,260285563,False,,,125.82600000000002,30,Bibliotheksplatz,"['2', '3']",residential,,"LINESTRING (11.5872222 50.9300929, 11.5872258 50.9301366, 11.5872244 50.9302028, 11.5872231 50.9302184, 11.5872132 50.9305165, 11.5871984 50.9308751, 11.5872197 50.9309512, 11.5872683 50.931011, 11.5874057 50.9311964)",,"[313579204, 23784621]",,,
2742253000,265481394,False,,,25.503999999999998,,Weigelstraße,,residential,,"LINESTRING (11.5872222 50.9300929, 11.5871927 50.9300039, 11.5871895 50.9299838, 11.5871859 50.9299628, 11.5871686 50.9298663)",,"[255623664, 167167876]",,,
2742253000,1833522107,False,,,135.709,50,Fürstengraben,"['2', '3']",primary,,"LINESTRING (11.5872222 50.9300929, 11.5872796 50.9300899, 11.5874769 50.9300833, 11.5882466 50.9300638, 11.5884916 50.9300569, 11.5891566 50.930038)",,"[313579225, 172441555, 313579228, 172441557]",,B 7,
2742253000,2611752575,False,,,134.079,50,Fürstengraben,"['2', '3']",primary,,"LINESTRING (11.5872222 50.9300929, 11.5871417 50.9300944, 11.5869797 50.9300991, 11.585743 50.9301349, 11.585311 50.9301472)",,"[775126970, 255489138]",,B 7,
2759464681,285890999,False,,,89.89099999999999,30,Windröschenweg,,residential,,"LINESTRING (11.5731563 50.9051377, 11.5730441 50.905318, 11.5729905 50.9054405, 11.5729215 50.9059262)",,26114937,,,
2759464681,1153326926,False,,,94.17,,Grüne Aue,,residential,,"LINESTRING (11.5731563 50.9051377, 11.5728424 50.9051068, 11.5721628 50.90501, 11.5718371 50.9049827)",,37011281,,,
2759464681,268313887,False,,,13.905,30,Windröschenweg,,residential,,"LINESTRING (11.5731563 50.9051377, 11.5732417 50.9051016, 11.5732734 50.9050448)",,"[389037909, 389037910]",,,
2782061062,32127618,False,,,303.547,50,Bürgelsche Straße,2,primary,,"LINESTRING (11.6541806 50.9329441, 11.6544548 50.9327987, 11.6548118 50.9326095, 11.6551039 50.9324562, 11.6551401 50.9324374, 11.6554477 50.9322779, 11.6558421 50.9321511, 11.6562356 50.9320785, 11.6571352 50.9320388, 11.6580601 50.9320018)",,26751812,,B 7,
2782061062,267246545,False,,,336.325,,Dorfstraße,,residential,,"LINESTRING (11.6541806 50.9329441, 11.6541488 50.9327569, 11.6541442 50.9326816, 11.654144 50.9325448, 11.6541582 50.9323662, 11.654162 50.932043, 11.6541626 50.9319927, 11.6540711 50.9318591, 11.6539897 50.9317403, 11.6537665 50.9312426, 11.6535606 50.9308045, 11.6534195 50.9304915, 11.6532277 50.9303394, 11.6529285 50.930102)",,"[26410697, 160070947, 160070948]",yes,,
2782061062,3379425539,False,,,1558.4389999999999,"['80', '100', '50']","['Eisenberger Straße', 'Bürgelsche Straße']","['2', '3']",primary,,"LINESTRING (11.6541806 50.9329441, 11.6540846 50.9329792, 11.653672 50.9331105, 11.6533691 50.9331709, 11.6531042 50.9332213, 11.6528462 50.9332709, 11.6523171 50.9333179, 11.6519975 50.9332983, 11.6518766 50.9332888, 11.6516649 50.9332721, 11.6512474 50.9331982, 11.6510758 50.9331541, 11.6509268 50.9331158, 11.64971 50.9327872, 11.6491916 50.9326965, 11.648545 50.9326675, 11.6477411 50.9326909, 11.6470639 50.9327702, 11.6462457 50.9329439, 11.6451369 50.9331422, 11.6448043 50.9331989, 11.6440163 50.9333186, 11.6434738 50.9333902, 11.6429067 50.9334551, 11.6424476 50.9334799, 11.6420982 50.9334671, 11.6412351 50.9333651, 11.6409748 50.9333325, 11.6402881 50.9332745, 11.6396768 50.9332499, 11.6386803 50.9332393, 11.6384719 50.9332461, 11.6373722 50.933282, 11.6367227 50.9333115, 11.6361106 50.9333545, 11.634821 50.9334845, 11.6341866 50.9335502, 11.6336558 50.9335996, 11.6330532 50.9336599, 11.632461 50.9337051)",,"[26751817, 238489804, 24604275, 30965588, 659707286, 659707287, 641995706]",,B 7,
2782926660,1844001834,False,,,158.165,,Erlanger Allee,,residential,,"LINESTRING (11.6350213 50.8792231, 11.6349954 50.8791554, 11.6349691 50.8791204, 11.6349356 50.8790928, 11.6348969 50.8790711, 11.6348263 50.8790579, 11.634752 50.8790606, 11.6347152 50.8790659, 11.6336358 50.8792238, 11.6332993 50.8792695, 11.6333324 50.8793659, 11.6335102 50.8793433)",,173622139,,,
2782926660,1712417612,False,,,104.8,50,Erlanger Allee,"['2', '3']",secondary,,"LINESTRING (11.6350213 50.8792231, 11.6347878 50.8792639, 11.6345677 50.8793182, 11.6343535 50.8793826, 11.6341016 50.8794705, 11.6340681 50.8794806, 11.6338961 50.8795524, 11.6337069 50.8796344, 11.6336928 50.8796405)",,"[246337425, 246337434, 246337422]",,,
2881600096,3154748171,True,,,73.066,30,St.-Jakob-Straße,,residential,,,,24821194,,,
2881600096,1830608277,False,,,149.605,30,Am Planetarium,,residential,,,,26751545,,,
2881600096,257705200,False,,,9.721,30,Am Planetarium,,residential,,,,26751545,,,
2892194351,4712566285,False,,,10.353,30,Leibnizstraße,,residential,,,,24980058,,,
2892194351,271432897,False,,,54.202,30,Leibnizstraße,,residential,,"LINESTRING (11.6207792 50.9581134, 11.6208828 50.9582009, 11.6209207 50.9582455, 11.6211663 50.9585344)",,24980058,,,
2892194351,2892194443,False,,,123.513,30,Hegelstraße,,residential,,"LINESTRING (11.6207792 50.9581134, 11.620713 50.9581366, 11.6206679 50.9581524, 11.6202309 50.9583247, 11.6199279 50.9584519, 11.6199169 50.9584889, 11.6202742 50.9588656)",,379404088,,,
2892194443,271432897,False,,,72.528,30,Hegelstraße,,residential,,"LINESTRING (11.6202742 50.9588656, 11.6206571 50.9587235, 11.6210967 50.9585603, 11.6211663 50.9585344)",,285559410,,,
2892194443,1548431707,False,,,62.656000000000006,30,Hegelstraße,,residential,,"LINESTRING (11.6202742 50.9588656, 11.6199621 50.9589814, 11.6195035 50.9591517)",,285559410,,,
2892194443,2892194351,False,,,123.513,30,Hegelstraße,,residential,,"LINESTRING (11.6202742 50.9588656, 11.6199169 50.9584889, 11.6199279 50.9584519, 11.6202309 50.9583247, 11.6206679 50.9581524, 11.620713 50.9581366, 11.6207792 50.9581134)",,379404088,,,
2904161759,993135534,False,,,118.81200000000001,,Eisenberger Straße,,residential,,"LINESTRING (11.6312964 50.9345567, 11.6315279 50.9345324, 11.6317273 50.9344959, 11.63179 50.9344493, 11.6317932 50.9344118, 11.6317723 50.9343743, 11.6316855 50.9342963, 11.6316147 50.9341808, 11.6315729 50.9340744, 11.6315633 50.9339488, 11.6315607 50.933918, 11.6315466 50.9337522)",,286745643,,,
2906955129,84524588,True,,,8.694,30,Spitzweidenweg,,residential,,,,24727409,,,
2906955129,84524401,True,,,174.835,50,Am Anger,"['2', '3']",primary,,"LINESTRING (11.5906047 50.9337102, 11.5907137 50.9336279, 11.5908388 50.933542, 11.5909215 50.9334758, 11.5910228 50.9333853, 11.5910963 50.9333128, 11.5911441 50.9332598, 11.5912053 50.9331447, 11.5912374 50.9329929, 11.5912435 50.9328886, 11.5912373 50.9327565, 11.5912382 50.9325201, 11.5912386 50.9324171, 11.5913239 50.9322706)",,"[313579200, 313579202, 10213291, 287026884]",,B 88,
2906955131,2906955129,True,,,10.258,30,Spitzweidenweg,,residential,,,,287026893,,,
2906955131,2906955141,True,,,37.903999999999996,50,Dornburger Straße,2,primary,,"LINESTRING (11.5906339 50.9338006, 11.5905681 50.9338516, 11.590502 50.9338982, 11.5902776 50.934057)",,287026886,,B 88,
2906955141,2906955129,True,,,45.09,50,Dornburger Straße,2,primary,,"LINESTRING (11.5902776 50.934057, 11.5904386 50.9338468, 11.5906047 50.9337102)",,10213290,,B 88,
2906955141,470368186,False,,,179.29899999999998,50,Dornburger Straße,"['2', '4', '3']",primary,,"LINESTRING (11.5902776 50.934057, 11.5902589 50.9340819, 11.5896431 50.9349851, 11.5896122 50.9350304, 11.5894837 50.9352189, 11.5894196 50.9353163, 11.5893833 50.9353876, 11.5893681 50.9354409, 11.5893574 50.9354801, 11.5893531 50.9355532)",,"[371699087, 313579223, 300933784, 287026887]",,B 88,
2906955148,287591901,False,,,6.946,,Spitzweidenweg,,residential,,,,506997072,,,
2906955148,2906955131,True,,,38.865,,Spitzweidenweg,2,residential,,"LINESTRING (11.5908916 50.9341098, 11.5907049 50.9338993, 11.5906339 50.9338006)",,287026895,,,
2909552575,2909552577,False,,,33.823,30,Ziegenhainer Straße,,residential,,"LINESTRING (11.598046 50.9238716, 11.5978435 50.9239056, 11.5975851 50.9239611)",,249537346,,,
2909552577,3374112732,False,,,52.964,30,Burgweg,,residential,,"LINESTRING (11.5975851 50.9239611, 11.5975224 50.9239737, 11.5973765 50.9240194, 11.5971107 50.9241312, 11.5970153 50.9241705, 11.5969371 50.9242027)",,"[214812726, 36868790]",,,
2909552577,2909552575,False,,,33.823,30,Ziegenhainer Straße,,residential,,"LINESTRING (11.5975851 50.9239611, 11.5978435 50.9239056, 11.598046 50.9238716)",,249537346,,,
2909552577,3359131163,False,,,128.09,30,Burgweg,,residential,,"LINESTRING (11.5975851 50.9239611, 11.5978225 50.9239473, 11.5980656 50.9239538, 11.5983359 50.9239963, 11.5985321 50.9240713, 11.5986221 50.9241323, 11.5986981 50.924212, 11.5987637 50.9243893, 11.5988418 50.9244552, 11.5989388 50.9245177)",,"[388603746, 39402380]",,,
2994478677,1909767120,False,,,52.702,,Falkenweg,,residential,,,,295699783,,,
2994478677,2994478679,False,,,25.234,,Falkenweg,,residential,,,,295699784,,,
2994478677,2994478678,False,,,32.647,,Falkenweg,,residential,,,,295699784,,,
2994478678,2994478677,False,,,32.647,,Falkenweg,,residential,,,,295699784,,,
2994478679,2994478677,False,,,25.234,,Falkenweg,,residential,,,,295699784,,,
2994478772,461009408,False,,,21.278,,Fasanenweg,,residential,,,,295699823,,,
2994481745,300913325,False,,,136.086,,Rosenweg,,residential,,,,27411528,,,
2994481745,2994481745,False,,,75.866,,Rosenweg,,residential,,"LINESTRING (11.5590577 50.9524308, 11.5592085 50.9525143, 11.5593201 50.9524388, 11.5594426 50.9523582, 11.5592895 50.9522749, 11.5590577 50.9524308)",,"[27411528, 295700741, 295699879]",,,
2994481745,2994481745,False,,,75.86600000000001,,Rosenweg,,residential,,"LINESTRING (11.5590577 50.9524308, 11.5592895 50.9522749, 11.5594426 50.9523582, 11.5593201 50.9524388, 11.5592085 50.9525143, 11.5590577 50.9524308)",,"[27411528, 295700741, 295699879]",,,
2994486158,280144186,False,,,346.423,,Lützerodaer Weg,,residential,,"LINESTRING (11.5556451 50.9512403, 11.5557188 50.951292, 11.5559491 50.9514388, 11.5561846 50.9515759, 11.5568619 50.9519671, 11.558027 50.9526285, 11.5590771 50.9532391, 11.5592775 50.9533536)",,25695086,,,
2994486158,300913324,False,,,231.829,,Lützerodaer Weg,,residential,,"LINESTRING (11.5556451 50.9512403, 11.5561027 50.9510191, 11.5562287 50.9509688, 11.5563837 50.9508981, 11.5566573 50.9507804, 11.556765 50.9507449, 11.55684 50.9507314, 11.5569242 50.9507258, 11.5570419 50.9507289, 11.5573953 50.9507429, 11.5578534 50.9507683, 11.5584685 50.9507971, 11.5585572 50.9507968, 11.5586937 50.9507793)",,29427895,,,
2994486158,3383544692,False,,,106.26499999999999,,Jasminweg,,residential,,"LINESTRING (11.5556451 50.9512403, 11.5555811 50.9511929, 11.5553636 50.9510469, 11.5552331 50.9509712, 11.5550873 50.9508858, 11.5546865 50.9506607, 11.5545151 50.9506137)",,295700342,,,
2994489020,300913325,False,,,50.891,,Rosenweg,,residential,,,,27411528,,,
2994489020,2994489020,False,,,73.409,,Rosenweg,,residential,,"LINESTRING (11.5570929 50.9512932, 11.5571975 50.9512079, 11.5573103 50.9511205, 11.5571735 50.9510495, 11.5569611 50.9512247, 11.5570929 50.9512932)",,27411528,,,
2994489020,2994489020,False,,,73.40899999999999,,Rosenweg,,residential,,"LINESTRING (11.5570929 50.9512932, 11.5569611 50.9512247, 11.5571735 50.9510495, 11.5573103 50.9511205, 11.5571975 50.9512079, 11.5570929 50.9512932)",,27411528,,,
3112613964,3113206458,False,,,244.80300000000003,50,Kahlaische Straße,2,secondary,,"LINESTRING (11.5812928 50.9210492, 11.5813851 50.9211517, 11.5814103 50.9211824, 11.5817098 50.9215469, 11.5827681 50.9228213, 11.5828044 50.9228727, 11.5828315 50.9229239, 11.5828476 50.9229654, 11.5828596 50.923012)",,4934236,,,
3112613964,3112613967,False,,,84.194,30,An der Brauerei,"['2', '3']",residential,,"LINESTRING (11.5812928 50.9210492, 11.5811554 50.9210893, 11.5810961 50.9211084, 11.5805938 50.9212706, 11.5802242 50.9213947)",,"[371729338, 24292564]",,,
